Name,Description,Managers,Members
T1724,Team Description from T1724,1724,9897429145
T1725,Team Description from T1725,1725,9421632057
T1726,Team Description from T1726,1726,9953029654
T1727,Team Description from T1727,1727,9867344089
T1728,Team Description from T1728,1728,9097606317
T1729,Team Description from T1729,1729,9668796694
T1730,Team Description from T1730,1730,9936210674
T1731,Team Description from T1731,1731,9362995756
T1732,Team Description from T1732,1732,9765485514
T1733,Team Description from T1733,1733,9573260528
T1734,Team Description from T1734,1734,9998050312
T1735,Team Description from T1735,1735,9049820877
T1736,Team Description from T1736,1736,9520697704
T1737,Team Description from T1737,1737,9999462115
T1738,Team Description from T1738,1738,9592215197
T1739,Team Description from T1739,1739,9616141425
T1740,Team Description from T1740,1740,9531355085
T1741,Team Description from T1741,1741,9653489415
T1742,Team Description from T1742,1742,9010930627
T1743,Team Description from T1743,1743,9990922751
T1744,Team Description from T1744,1744,9444259280
T1745,Team Description from T1745,1745,9919691886
T1746,Team Description from T1746,1746,9446410045
T1747,Team Description from T1747,1747,9762453770
T1748,Team Description from T1748,1748,9019452733
T1749,Team Description from T1749,1749,9110304800
T1750,Team Description from T1750,1750,9725813491
T1751,Team Description from T1751,1751,9938578894
T1752,Team Description from T1752,1752,9290909533
T1753,Team Description from T1753,1753,9831297316
T1754,Team Description from T1754,1754,9252589844
T1755,Team Description from T1755,1755,9803494802
T1756,Team Description from T1756,1756,9933572764
T1757,Team Description from T1757,1757,9898978444
T1758,Team Description from T1758,1758,9609401551
T1759,Team Description from T1759,1759,9377168521
T1760,Team Description from T1760,1760,9775064077
T1761,Team Description from T1761,1761,9447360364
T1762,Team Description from T1762,1762,9014990674
T1763,Team Description from T1763,1763,9318643300
T1764,Team Description from T1764,1764,9070597150
T1765,Team Description from T1765,1765,9918101729
T1766,Team Description from T1766,1766,9913066418
T1767,Team Description from T1767,1767,9697259365
T1768,Team Description from T1768,1768,9218721165
T1769,Team Description from T1769,1769,9305928140
T1770,Team Description from T1770,1770,9625216115
T1771,Team Description from T1771,1771,9473677353
T1772,Team Description from T1772,1772,9493090626
T1773,Team Description from T1773,1773,9018463741
T1774,Team Description from T1774,1774,9990597738
T1775,Team Description from T1775,1775,9502101252
T1776,Team Description from T1776,1776,9488238826
T1777,Team Description from T1777,1777,9085304588
T1778,Team Description from T1778,1778,9222470287
T1779,Team Description from T1779,1779,9993967641
T1780,Team Description from T1780,1780,9875116561
T1781,Team Description from T1781,1781,9435440109
T1782,Team Description from T1782,1782,9299794052
T1783,Team Description from T1783,1783,9443738342
T1784,Team Description from T1784,1784,9484619505
T1785,Team Description from T1785,1785,9935193776
T1786,Team Description from T1786,1786,9847950410
T1787,Team Description from T1787,1787,9327607060
T1788,Team Description from T1788,1788,9848479747
T1789,Team Description from T1789,1789,9523010815
T1790,Team Description from T1790,1790,9634851437
T1791,Team Description from T1791,1791,9746107975
T1792,Team Description from T1792,1792,9156268540
T1793,Team Description from T1793,1793,9092460285
T1794,Team Description from T1794,1794,9827239164
T1795,Team Description from T1795,1795,9912182222
T1796,Team Description from T1796,1796,9380037431
T1797,Team Description from T1797,1797,9531938303
T1798,Team Description from T1798,1798,9241777263
T1799,Team Description from T1799,1799,9431894829
T1800,Team Description from T1800,1800,9780030611
T1801,Team Description from T1801,1801,9345904002
T1802,Team Description from T1802,1802,9298661450
T1803,Team Description from T1803,1803,9280099650
T1804,Team Description from T1804,1804,9714497214
T1805,Team Description from T1805,1805,9146444468
T1806,Team Description from T1806,1806,9434638330
T1807,Team Description from T1807,1807,9409287853
T1808,Team Description from T1808,1808,9213653903
T1809,Team Description from T1809,1809,9653162403
T1810,Team Description from T1810,1810,9549133148
T1811,Team Description from T1811,1811,9305820484
T1812,Team Description from T1812,1812,9406799885
T1813,Team Description from T1813,1813,9338277644
T1814,Team Description from T1814,1814,9452275313
T1815,Team Description from T1815,1815,9201029228
T1816,Team Description from T1816,1816,9765960077
T1817,Team Description from T1817,1817,9577329635
T1818,Team Description from T1818,1818,9536453024
T1819,Team Description from T1819,1819,9989401923
T1820,Team Description from T1820,1820,9136658805
T1821,Team Description from T1821,1821,9840965555
T1822,Team Description from T1822,1822,9748902574
T1823,Team Description from T1823,1823,9437852949
T1824,Team Description from T1824,1824,9825012611
T1825,Team Description from T1825,1825,9524094037
T1826,Team Description from T1826,1826,9742909638
T1827,Team Description from T1827,1827,9652108680
T1828,Team Description from T1828,1828,9810844333
T1829,Team Description from T1829,1829,9915459717
T1830,Team Description from T1830,1830,9779926005
T1831,Team Description from T1831,1831,9419205574
T1832,Team Description from T1832,1832,9320368504
T1833,Team Description from T1833,1833,9732221112
T1834,Team Description from T1834,1834,9512685170
T1835,Team Description from T1835,1835,9044564617
T1836,Team Description from T1836,1836,9584929287
T1837,Team Description from T1837,1837,9481774002
T1838,Team Description from T1838,1838,9973827137
T1839,Team Description from T1839,1839,9871547516
T1840,Team Description from T1840,1840,9254265866
T1841,Team Description from T1841,1841,9962826548
T1842,Team Description from T1842,1842,9120720152
T1843,Team Description from T1843,1843,9653071795
T1844,Team Description from T1844,1844,9332553878
T1845,Team Description from T1845,1845,9933001867
T1846,Team Description from T1846,1846,9309750595
T1847,Team Description from T1847,1847,9240944387
T1848,Team Description from T1848,1848,9134218207
T1849,Team Description from T1849,1849,9289549376
T1850,Team Description from T1850,1850,9078180826
T1851,Team Description from T1851,1851,9297964769
T1852,Team Description from T1852,1852,9014245122
T1853,Team Description from T1853,1853,9173613443
T1854,Team Description from T1854,1854,9293428742
T1855,Team Description from T1855,1855,9419355922
T1856,Team Description from T1856,1856,9300095087
T1857,Team Description from T1857,1857,9037643118
T1858,Team Description from T1858,1858,9376736712
T1859,Team Description from T1859,1859,9103019953
T1860,Team Description from T1860,1860,9241756812
T1861,Team Description from T1861,1861,9022096582
T1862,Team Description from T1862,1862,9543426190
T1863,Team Description from T1863,1863,9348638659
T1864,Team Description from T1864,1864,9564551317
T1865,Team Description from T1865,1865,9588674895
T1866,Team Description from T1866,1866,9912240685
T1867,Team Description from T1867,1867,9237212679
T1868,Team Description from T1868,1868,9437604195
T1869,Team Description from T1869,1869,9187894972
T1870,Team Description from T1870,1870,9674306249
T1871,Team Description from T1871,1871,9756586552
T1872,Team Description from T1872,1872,9727682897
T1873,Team Description from T1873,1873,9575099981
T1874,Team Description from T1874,1874,9531823590
T1875,Team Description from T1875,1875,9943598361
T1876,Team Description from T1876,1876,9910079091
T1877,Team Description from T1877,1877,9472773681
T1878,Team Description from T1878,1878,9229099188
T1879,Team Description from T1879,1879,9159039574
T1880,Team Description from T1880,1880,9748933675
T1881,Team Description from T1881,1881,9733530534
T1882,Team Description from T1882,1882,9965666131
T1883,Team Description from T1883,1883,9367395014
T1884,Team Description from T1884,1884,9036347258
T1885,Team Description from T1885,1885,9346541560
T1886,Team Description from T1886,1886,9300248585
T1887,Team Description from T1887,1887,9959995538
T1888,Team Description from T1888,1888,9709497767
T1889,Team Description from T1889,1889,9677987179
T1890,Team Description from T1890,1890,9222617563
T1891,Team Description from T1891,1891,9825040545
T1892,Team Description from T1892,1892,9518858764
T1893,Team Description from T1893,1893,9304361248
T1894,Team Description from T1894,1894,9766417243
T1895,Team Description from T1895,1895,9413638524
T1896,Team Description from T1896,1896,9153124127
T1897,Team Description from T1897,1897,9335178236
T1898,Team Description from T1898,1898,9042786202
T1899,Team Description from T1899,1899,9069194077
T1900,Team Description from T1900,1900,9678636536
T1901,Team Description from T1901,1901,9457265294
T1902,Team Description from T1902,1902,9331045021
T1903,Team Description from T1903,1903,9895161096
T1904,Team Description from T1904,1904,9638226931
T1905,Team Description from T1905,1905,9839567630
T1906,Team Description from T1906,1906,9541896052
T1907,Team Description from T1907,1907,9421880782
T1908,Team Description from T1908,1908,9656277392
T1909,Team Description from T1909,1909,9830077121
T1910,Team Description from T1910,1910,9759564491
T1911,Team Description from T1911,1911,9509089205
T1912,Team Description from T1912,1912,9365835743
T1913,Team Description from T1913,1913,9058878216
T1914,Team Description from T1914,1914,9939059137
T1915,Team Description from T1915,1915,9329737123
T1916,Team Description from T1916,1916,9047499812
T1917,Team Description from T1917,1917,9347079204
T1918,Team Description from T1918,1918,9204687096
T1919,Team Description from T1919,1919,9164648440
T1920,Team Description from T1920,1920,9528581429
T1921,Team Description from T1921,1921,9742446067
T1922,Team Description from T1922,1922,9198723338
T1923,Team Description from T1923,1923,9762855135
T1924,Team Description from T1924,1924,9125279694
T1925,Team Description from T1925,1925,9613467914
T1926,Team Description from T1926,1926,9927739546
T1927,Team Description from T1927,1927,9916136157
T1928,Team Description from T1928,1928,9713981788
T1929,Team Description from T1929,1929,9527035597
T1930,Team Description from T1930,1930,9261515017
T1931,Team Description from T1931,1931,9867322976
T1932,Team Description from T1932,1932,9623348470
T1933,Team Description from T1933,1933,9542123292
T1934,Team Description from T1934,1934,9807253145
T1935,Team Description from T1935,1935,9684014961
T1936,Team Description from T1936,1936,9632339267
T1937,Team Description from T1937,1937,9564694495
T1938,Team Description from T1938,1938,9509342796
T1939,Team Description from T1939,1939,9458725865
T1940,Team Description from T1940,1940,9947775282
T1941,Team Description from T1941,1941,9155088859
T1942,Team Description from T1942,1942,9778939846
T1943,Team Description from T1943,1943,9892261660
T1944,Team Description from T1944,1944,9563774846
T1945,Team Description from T1945,1945,9842284801
T1946,Team Description from T1946,1946,9571270065
T1947,Team Description from T1947,1947,9034916071
T1948,Team Description from T1948,1948,9992209363
T1949,Team Description from T1949,1949,9512244226
T1950,Team Description from T1950,1950,9032033320
T1951,Team Description from T1951,1951,9456824060
T1952,Team Description from T1952,1952,9345812360
T1953,Team Description from T1953,1953,9392965070
T1954,Team Description from T1954,1954,9171983447
T1955,Team Description from T1955,1955,9182204597
T1956,Team Description from T1956,1956,9367077234
T1957,Team Description from T1957,1957,9022047943
T1958,Team Description from T1958,1958,9819790499
T1959,Team Description from T1959,1959,9932646639
T1960,Team Description from T1960,1960,9992270051
T1961,Team Description from T1961,1961,9845997281
T1962,Team Description from T1962,1962,9967992830
T1963,Team Description from T1963,1963,9867516113
T1964,Team Description from T1964,1964,9153127543
T1965,Team Description from T1965,1965,9284084127
T1966,Team Description from T1966,1966,9534693987
T1967,Team Description from T1967,1967,9215307566
T1968,Team Description from T1968,1968,9303023169
T1969,Team Description from T1969,1969,9844330589
T1970,Team Description from T1970,1970,9040084085
T1971,Team Description from T1971,1971,9047145921
T1972,Team Description from T1972,1972,9017023541
T1973,Team Description from T1973,1973,9402391027
T1974,Team Description from T1974,1974,9672592982
T1975,Team Description from T1975,1975,9018509242
T1976,Team Description from T1976,1976,9850534924
T1977,Team Description from T1977,1977,9051594498
T1978,Team Description from T1978,1978,9870538721
T1979,Team Description from T1979,1979,9074257209
T1980,Team Description from T1980,1980,9850433989
T1981,Team Description from T1981,1981,9520808738
T1982,Team Description from T1982,1982,9589268224
T1983,Team Description from T1983,1983,9783269030
T1984,Team Description from T1984,1984,9312140927
T1985,Team Description from T1985,1985,9998499175
T1986,Team Description from T1986,1986,9926691330
T1987,Team Description from T1987,1987,9507375412
T1988,Team Description from T1988,1988,9160845544
T1989,Team Description from T1989,1989,9228974783
T1990,Team Description from T1990,1990,9964806947
T1991,Team Description from T1991,1991,9667109849
T1992,Team Description from T1992,1992,9477700714
T1993,Team Description from T1993,1993,9694336610
T1994,Team Description from T1994,1994,9990253233
T1995,Team Description from T1995,1995,9949731506
T1996,Team Description from T1996,1996,9982148857
T1997,Team Description from T1997,1997,9892400598
T1998,Team Description from T1998,1998,9786327425
T1999,Team Description from T1999,1999,9650281021
T2000,Team Description from T2000,2000,9328055378
T2001,Team Description from T2001,2001,9587940614
T2002,Team Description from T2002,2002,9150510736
T2003,Team Description from T2003,2003,9126489602
T2004,Team Description from T2004,2004,9311351073
T2005,Team Description from T2005,2005,9612243043
T2006,Team Description from T2006,2006,9851574808
T2007,Team Description from T2007,2007,9519947826
T2008,Team Description from T2008,2008,9589333988
T2009,Team Description from T2009,2009,9540559863
T2010,Team Description from T2010,2010,9035880117
T2011,Team Description from T2011,2011,9053908148
T2012,Team Description from T2012,2012,9186194047
T2013,Team Description from T2013,2013,9505994705
T2014,Team Description from T2014,2014,9799002914
T2015,Team Description from T2015,2015,9888562527
T2016,Team Description from T2016,2016,9723171666
T2017,Team Description from T2017,2017,9144992488
T2018,Team Description from T2018,2018,9457726670
T2019,Team Description from T2019,2019,9678427646
T2020,Team Description from T2020,2020,9902480180
T2021,Team Description from T2021,2021,9664659468
T2022,Team Description from T2022,2022,9672535239
T2023,Team Description from T2023,2023,9894555421
T2024,Team Description from T2024,2024,9770695470
T2025,Team Description from T2025,2025,9244758532
T2026,Team Description from T2026,2026,9812536861
T2027,Team Description from T2027,2027,9380480552
T2028,Team Description from T2028,2028,9760336390
T2029,Team Description from T2029,2029,9879692774
T2030,Team Description from T2030,2030,9921621184
T2031,Team Description from T2031,2031,9151911394
T2032,Team Description from T2032,2032,9261521207
T2033,Team Description from T2033,2033,9750348189
T2034,Team Description from T2034,2034,9592695369
T2035,Team Description from T2035,2035,9022793521
T2036,Team Description from T2036,2036,9852039351
T2037,Team Description from T2037,2037,9649510372
T2038,Team Description from T2038,2038,9827903718
T2039,Team Description from T2039,2039,9893056716
T2040,Team Description from T2040,2040,9648184755
T2041,Team Description from T2041,2041,9961736994
T2042,Team Description from T2042,2042,9138771871
T2043,Team Description from T2043,2043,9548044705
T2044,Team Description from T2044,2044,9182698534
T2045,Team Description from T2045,2045,9817488040
T2046,Team Description from T2046,2046,9583705181
T2047,Team Description from T2047,2047,9940361524
T2048,Team Description from T2048,2048,9222888980
T2049,Team Description from T2049,2049,9304999322
T2050,Team Description from T2050,2050,9828033780
T2051,Team Description from T2051,2051,9832630249
T2052,Team Description from T2052,2052,9314605918
T2053,Team Description from T2053,2053,9471172107
T2054,Team Description from T2054,2054,9027898101
T2055,Team Description from T2055,2055,9493717967
T2056,Team Description from T2056,2056,9404019682
T2057,Team Description from T2057,2057,9490925372
T2058,Team Description from T2058,2058,9356007518
T2059,Team Description from T2059,2059,9209519491
T2060,Team Description from T2060,2060,9297533566
T2061,Team Description from T2061,2061,9050141500
T2062,Team Description from T2062,2062,9875074897
T2063,Team Description from T2063,2063,9358550951
T2064,Team Description from T2064,2064,9420608888
T2065,Team Description from T2065,2065,9186052627
T2066,Team Description from T2066,2066,9321775913
T2067,Team Description from T2067,2067,9571879838
T2068,Team Description from T2068,2068,9961612498
T2069,Team Description from T2069,2069,9308893974
T2070,Team Description from T2070,2070,9003406262
T2071,Team Description from T2071,2071,9683852787
T2072,Team Description from T2072,2072,9296509873
T2073,Team Description from T2073,2073,9090567082
T2074,Team Description from T2074,2074,9685813225
T2075,Team Description from T2075,2075,9459424689
T2076,Team Description from T2076,2076,9368328789
T2077,Team Description from T2077,2077,9205104490
T2078,Team Description from T2078,2078,9365274696
T2079,Team Description from T2079,2079,9174882724
T2080,Team Description from T2080,2080,9174064520
T2081,Team Description from T2081,2081,9133486464
T2082,Team Description from T2082,2082,9402172439
T2083,Team Description from T2083,2083,9253902227
T2084,Team Description from T2084,2084,9920591415
T2085,Team Description from T2085,2085,9562857141
T2086,Team Description from T2086,2086,9193457152
T2087,Team Description from T2087,2087,9948210171
T2088,Team Description from T2088,2088,9051080061
T2089,Team Description from T2089,2089,9066685650
T2090,Team Description from T2090,2090,9960401326
T2091,Team Description from T2091,2091,9778184596
T2092,Team Description from T2092,2092,9294787440
T2093,Team Description from T2093,2093,9666694174
T2094,Team Description from T2094,2094,9867195239
T2095,Team Description from T2095,2095,9534430122
T2096,Team Description from T2096,2096,9882660209
T2097,Team Description from T2097,2097,9959151064
T2098,Team Description from T2098,2098,9066121093
T2099,Team Description from T2099,2099,9864094157
T2100,Team Description from T2100,2100,9743479565
T2101,Team Description from T2101,2101,9884289499
T2102,Team Description from T2102,2102,9407808320
T2103,Team Description from T2103,2103,9818634991
T2104,Team Description from T2104,2104,9455284398
T2105,Team Description from T2105,2105,9103614144
T2106,Team Description from T2106,2106,9101041574
T2107,Team Description from T2107,2107,9658553423
T2108,Team Description from T2108,2108,9729656546
T2109,Team Description from T2109,2109,9891935753
T2110,Team Description from T2110,2110,9566199700
T2111,Team Description from T2111,2111,9024528937
T2112,Team Description from T2112,2112,9500381509
T2113,Team Description from T2113,2113,9684304520
T2114,Team Description from T2114,2114,9477610207
T2115,Team Description from T2115,2115,9218696374
T2116,Team Description from T2116,2116,9326477612
T2117,Team Description from T2117,2117,9481360471
T2118,Team Description from T2118,2118,9306898157
T2119,Team Description from T2119,2119,9917130105
T2120,Team Description from T2120,2120,9866915696
T2121,Team Description from T2121,2121,9660615259
T2122,Team Description from T2122,2122,9619078033
T2123,Team Description from T2123,2123,9982006644
T2124,Team Description from T2124,2124,9354882102
T2125,Team Description from T2125,2125,9662962070
T2126,Team Description from T2126,2126,9452184720
T2127,Team Description from T2127,2127,9908086590
T2128,Team Description from T2128,2128,9417434888
T2129,Team Description from T2129,2129,9423841665
T2130,Team Description from T2130,2130,9870582568
T2131,Team Description from T2131,2131,9690084660
T2132,Team Description from T2132,2132,9285530583
T2133,Team Description from T2133,2133,9595198924
T2134,Team Description from T2134,2134,9686233584
T2135,Team Description from T2135,2135,9269754676
T2136,Team Description from T2136,2136,9010859457
T2137,Team Description from T2137,2137,9579959123
T2138,Team Description from T2138,2138,9959061232
T2139,Team Description from T2139,2139,9198933296
T2140,Team Description from T2140,2140,9701670345
T2141,Team Description from T2141,2141,9968397403
T2142,Team Description from T2142,2142,9127159365
T2143,Team Description from T2143,2143,9935505546
T2144,Team Description from T2144,2144,9732903152
T2145,Team Description from T2145,2145,9246911621
T2146,Team Description from T2146,2146,9997249136
T2147,Team Description from T2147,2147,9240226312
T2148,Team Description from T2148,2148,9317264975
T2149,Team Description from T2149,2149,9329613436
T2150,Team Description from T2150,2150,9339498423
T2151,Team Description from T2151,2151,9546379565
T2152,Team Description from T2152,2152,9049792240
T2153,Team Description from T2153,2153,9275469285
T2154,Team Description from T2154,2154,9988666074
T2155,Team Description from T2155,2155,9313071709
T2156,Team Description from T2156,2156,9167351862
T2157,Team Description from T2157,2157,9832510326
T2158,Team Description from T2158,2158,9626361800
T2159,Team Description from T2159,2159,9316783563
T2160,Team Description from T2160,2160,9382963566
T2161,Team Description from T2161,2161,9393691196
T2162,Team Description from T2162,2162,9069519287
T2163,Team Description from T2163,2163,9692646505
T2164,Team Description from T2164,2164,9488321260
T2165,Team Description from T2165,2165,9966344401
T2166,Team Description from T2166,2166,9715091406
T2167,Team Description from T2167,2167,9063453390
T2168,Team Description from T2168,2168,9719265083
T2169,Team Description from T2169,2169,9768129539
T2170,Team Description from T2170,2170,9451534274
T2171,Team Description from T2171,2171,9035957487
T2172,Team Description from T2172,2172,9189123666
T2173,Team Description from T2173,2173,9815038970
T2174,Team Description from T2174,2174,9209819567
T2175,Team Description from T2175,2175,9469307206
T2176,Team Description from T2176,2176,9520313580
T2177,Team Description from T2177,2177,9047670357
T2178,Team Description from T2178,2178,9991512439
T2179,Team Description from T2179,2179,9311430906
T2180,Team Description from T2180,2180,9945891956
T2181,Team Description from T2181,2181,9166543944
T2182,Team Description from T2182,2182,9651967032
T2183,Team Description from T2183,2183,9438187697
T2184,Team Description from T2184,2184,9398390268
T2185,Team Description from T2185,2185,9844054566
T2186,Team Description from T2186,2186,9659109015
T2187,Team Description from T2187,2187,9407127186
T2188,Team Description from T2188,2188,9519394609
T2189,Team Description from T2189,2189,9956767859
T2190,Team Description from T2190,2190,9894592989
T2191,Team Description from T2191,2191,9669166981
T2192,Team Description from T2192,2192,9054160515
T2193,Team Description from T2193,2193,9338717859
T2194,Team Description from T2194,2194,9174486347
T2195,Team Description from T2195,2195,9838585630
T2196,Team Description from T2196,2196,9807401638
T2197,Team Description from T2197,2197,9090236400
T2198,Team Description from T2198,2198,9822728029
T2199,Team Description from T2199,2199,9540717182
T2200,Team Description from T2200,2200,9652044612
T2201,Team Description from T2201,2201,9283190172
T2202,Team Description from T2202,2202,9553812980
T2203,Team Description from T2203,2203,9697621813
T2204,Team Description from T2204,2204,9869048705
T2205,Team Description from T2205,2205,9753272177
T2206,Team Description from T2206,2206,9282481914
T2207,Team Description from T2207,2207,9010670878
T2208,Team Description from T2208,2208,9841480833
T2209,Team Description from T2209,2209,9150994302
T2210,Team Description from T2210,2210,9972042615
T2211,Team Description from T2211,2211,9290323965
T2212,Team Description from T2212,2212,9890137838
T2213,Team Description from T2213,2213,9552366078
T2214,Team Description from T2214,2214,9645902293
T2215,Team Description from T2215,2215,9228895318
T2216,Team Description from T2216,2216,9855863876
T2217,Team Description from T2217,2217,9758215180
T2218,Team Description from T2218,2218,9313923981
T2219,Team Description from T2219,2219,9984560664
T2220,Team Description from T2220,2220,9739867731
T2221,Team Description from T2221,2221,9193213135
T2222,Team Description from T2222,2222,9710117031
T2223,Team Description from T2223,2223,9608359319
T2224,Team Description from T2224,2224,9908507171
T2225,Team Description from T2225,2225,9019297737
T2226,Team Description from T2226,2226,9541878753
T2227,Team Description from T2227,2227,9866184109
T2228,Team Description from T2228,2228,9215652222
T2229,Team Description from T2229,2229,9746913537
T2230,Team Description from T2230,2230,9284620372
T2231,Team Description from T2231,2231,9149864416
T2232,Team Description from T2232,2232,9005043373
T2233,Team Description from T2233,2233,9580693465
T2234,Team Description from T2234,2234,9309028173
T2235,Team Description from T2235,2235,9727444072
T2236,Team Description from T2236,2236,9439438869
T2237,Team Description from T2237,2237,9400392833
T2238,Team Description from T2238,2238,9613494651
T2239,Team Description from T2239,2239,9344051471
T2240,Team Description from T2240,2240,9082919516
T2241,Team Description from T2241,2241,9174874911
T2242,Team Description from T2242,2242,9421018112
T2243,Team Description from T2243,2243,9282333633
T2244,Team Description from T2244,2244,9441550172
T2245,Team Description from T2245,2245,9045570234
T2246,Team Description from T2246,2246,9453932292
T2247,Team Description from T2247,2247,9825404428
T2248,Team Description from T2248,2248,9540673733
T2249,Team Description from T2249,2249,9542999004
T2250,Team Description from T2250,2250,9130554232
T2251,Team Description from T2251,2251,9826718319
T2252,Team Description from T2252,2252,9382449514
T2253,Team Description from T2253,2253,9520832746
T2254,Team Description from T2254,2254,9382488336
T2255,Team Description from T2255,2255,9702971163
T2256,Team Description from T2256,2256,9275598800
T2257,Team Description from T2257,2257,9455205657
T2258,Team Description from T2258,2258,9693977308
T2259,Team Description from T2259,2259,9640432316
T2260,Team Description from T2260,2260,9010237752
T2261,Team Description from T2261,2261,9151498494
T2262,Team Description from T2262,2262,9463787024
T2263,Team Description from T2263,2263,9383965019
T2264,Team Description from T2264,2264,9632589524
T2265,Team Description from T2265,2265,9773072947
T2266,Team Description from T2266,2266,9940783823
T2267,Team Description from T2267,2267,9380042988
T2268,Team Description from T2268,2268,9824003593
T2269,Team Description from T2269,2269,9960007544
T2270,Team Description from T2270,2270,9474371601
T2271,Team Description from T2271,2271,9245380128
T2272,Team Description from T2272,2272,9353922064
T2273,Team Description from T2273,2273,9932985692
T2274,Team Description from T2274,2274,9546314547
T2275,Team Description from T2275,2275,9456604669
T2276,Team Description from T2276,2276,9728913233
T2277,Team Description from T2277,2277,9441499094
T2278,Team Description from T2278,2278,9643933384
T2279,Team Description from T2279,2279,9936977227
T2280,Team Description from T2280,2280,9821913047
T2281,Team Description from T2281,2281,9666496800
T2282,Team Description from T2282,2282,9346698552
T2283,Team Description from T2283,2283,9853573437
T2284,Team Description from T2284,2284,9904409147
T2285,Team Description from T2285,2285,9421149807
T2286,Team Description from T2286,2286,9546716853
T2287,Team Description from T2287,2287,9640617788
T2288,Team Description from T2288,2288,9396347489
T2289,Team Description from T2289,2289,9435456252
T2290,Team Description from T2290,2290,9144964194
T2291,Team Description from T2291,2291,9411856735
T2292,Team Description from T2292,2292,9133295435
T2293,Team Description from T2293,2293,9657554531
T2294,Team Description from T2294,2294,9350236721
T2295,Team Description from T2295,2295,9301191034
T2296,Team Description from T2296,2296,9962733964
T2297,Team Description from T2297,2297,9703053813
T2298,Team Description from T2298,2298,9834246401
T2299,Team Description from T2299,2299,9564256536
T2300,Team Description from T2300,2300,9228792300
T2301,Team Description from T2301,2301,9416185656
T2302,Team Description from T2302,2302,9608841613
T2303,Team Description from T2303,2303,9602950077
T2304,Team Description from T2304,2304,9452702980
T2305,Team Description from T2305,2305,9765568682
T2306,Team Description from T2306,2306,9087234291
T2307,Team Description from T2307,2307,9143210779
T2308,Team Description from T2308,2308,9533508892
T2309,Team Description from T2309,2309,9702100481
T2310,Team Description from T2310,2310,9188480244
T2311,Team Description from T2311,2311,9831723165
T2312,Team Description from T2312,2312,9544418564
T2313,Team Description from T2313,2313,9351506456
T2314,Team Description from T2314,2314,9654463593
T2315,Team Description from T2315,2315,9802702959
T2316,Team Description from T2316,2316,9268206702
T2317,Team Description from T2317,2317,9433181162
T2318,Team Description from T2318,2318,9235080237
T2319,Team Description from T2319,2319,9495430490
T2320,Team Description from T2320,2320,9764232601
T2321,Team Description from T2321,2321,9840080263
T2322,Team Description from T2322,2322,9247495931
T2323,Team Description from T2323,2323,9821080404
T2324,Team Description from T2324,2324,9908495820
T2325,Team Description from T2325,2325,9082537687
T2326,Team Description from T2326,2326,9040787724
T2327,Team Description from T2327,2327,9980976225
T2328,Team Description from T2328,2328,9069605247
T2329,Team Description from T2329,2329,9028353914
T2330,Team Description from T2330,2330,9324706146
T2331,Team Description from T2331,2331,9164531751
T2332,Team Description from T2332,2332,9521386723
T2333,Team Description from T2333,2333,9496099756
T2334,Team Description from T2334,2334,9725116414
T2335,Team Description from T2335,2335,9063936748
T2336,Team Description from T2336,2336,9660762353
T2337,Team Description from T2337,2337,9432576631
T2338,Team Description from T2338,2338,9804051208
T2339,Team Description from T2339,2339,9412659491
T2340,Team Description from T2340,2340,9051603147
T2341,Team Description from T2341,2341,9402943894
T2342,Team Description from T2342,2342,9260993684
T2343,Team Description from T2343,2343,9275195954
T2344,Team Description from T2344,2344,9552443321
T2345,Team Description from T2345,2345,9235689517
T2346,Team Description from T2346,2346,9388266918
T2347,Team Description from T2347,2347,9796400333
T2348,Team Description from T2348,2348,9429536819
T2349,Team Description from T2349,2349,9462397476
T2350,Team Description from T2350,2350,9963742081
T2351,Team Description from T2351,2351,9863007816
T2352,Team Description from T2352,2352,9947169315
T2353,Team Description from T2353,2353,9268479288
T2354,Team Description from T2354,2354,9103553276
T2355,Team Description from T2355,2355,9707100050
T2356,Team Description from T2356,2356,9171101423
T2357,Team Description from T2357,2357,9908997952
T2358,Team Description from T2358,2358,9019991278
T2359,Team Description from T2359,2359,9736548354
T2360,Team Description from T2360,2360,9053464582
T2361,Team Description from T2361,2361,9081079781
T2362,Team Description from T2362,2362,9740125629
T2363,Team Description from T2363,2363,9371357007
T2364,Team Description from T2364,2364,9057296964
T2365,Team Description from T2365,2365,9339082039
T2366,Team Description from T2366,2366,9148680105
T2367,Team Description from T2367,2367,9810311864
T2368,Team Description from T2368,2368,9533403402
T2369,Team Description from T2369,2369,9796413954
T2370,Team Description from T2370,2370,9305287478
T2371,Team Description from T2371,2371,9622457635
T2372,Team Description from T2372,2372,9494081148
T2373,Team Description from T2373,2373,9340498564
T2374,Team Description from T2374,2374,9321984590
T2375,Team Description from T2375,2375,9193801839
T2376,Team Description from T2376,2376,9487185575
T2377,Team Description from T2377,2377,9988745504
T2378,Team Description from T2378,2378,9329084335
T2379,Team Description from T2379,2379,9493961877
T2380,Team Description from T2380,2380,9429531835
T2381,Team Description from T2381,2381,9932302287
T2382,Team Description from T2382,2382,9805465660
T2383,Team Description from T2383,2383,9347568168
T2384,Team Description from T2384,2384,9996899634
T2385,Team Description from T2385,2385,9011536638
T2386,Team Description from T2386,2386,9379784482
T2387,Team Description from T2387,2387,9415402588
T2388,Team Description from T2388,2388,9133351140
T2389,Team Description from T2389,2389,9686930286
