,Sample Id,Sample Name,Date
2037,S2037,Sample Name 2037,2017-08-01
2038,S2038,Sample Name 2038,2017-08-01
2039,S2039,Sample Name 2039,2017-08-01
2040,S2040,Sample Name 2040,2017-08-01
2041,S2041,Sample Name 2041,2017-08-01
2042,S2042,Sample Name 2042,2017-08-01
2043,S2043,Sample Name 2043,2017-08-01
2044,S2044,Sample Name 2044,2017-08-01
2045,S2045,Sample Name 2045,2017-08-01
2046,S2046,Sample Name 2046,2017-08-01
2047,S2047,Sample Name 2047,2017-08-01
2048,S2048,Sample Name 2048,2017-08-01
2049,S2049,Sample Name 2049,2017-08-01
2050,S2050,Sample Name 2050,2017-08-01
2051,S2051,Sample Name 2051,2017-08-01
2052,S2052,Sample Name 2052,2017-08-01
2053,S2053,Sample Name 2053,2017-08-01
2054,S2054,Sample Name 2054,2017-08-01
2055,S2055,Sample Name 2055,2017-08-01
2056,S2056,Sample Name 2056,2017-08-01
2057,S2057,Sample Name 2057,2017-08-01
2058,S2058,Sample Name 2058,2017-08-01
2059,S2059,Sample Name 2059,2017-08-01
2060,S2060,Sample Name 2060,2017-08-01
2061,S2061,Sample Name 2061,2017-08-01
2062,S2062,Sample Name 2062,2017-08-01
2063,S2063,Sample Name 2063,2017-08-01
2064,S2064,Sample Name 2064,2017-08-01
2065,S2065,Sample Name 2065,2017-08-01
2066,S2066,Sample Name 2066,2017-08-01
2067,S2067,Sample Name 2067,2017-08-01
2068,S2068,Sample Name 2068,2017-08-01
2069,S2069,Sample Name 2069,2017-08-01
2070,S2070,Sample Name 2070,2017-08-01
2071,S2071,Sample Name 2071,2017-08-01
2072,S2072,Sample Name 2072,2017-08-01
2073,S2073,Sample Name 2073,2017-08-01
2074,S2074,Sample Name 2074,2017-08-01
2075,S2075,Sample Name 2075,2017-08-01
2076,S2076,Sample Name 2076,2017-08-01
2077,S2077,Sample Name 2077,2017-08-01
2078,S2078,Sample Name 2078,2017-08-01
2079,S2079,Sample Name 2079,2017-08-01
2080,S2080,Sample Name 2080,2017-08-01
2081,S2081,Sample Name 2081,2017-08-01
2082,S2082,Sample Name 2082,2017-08-01
2083,S2083,Sample Name 2083,2017-08-01
2084,S2084,Sample Name 2084,2017-08-01
2085,S2085,Sample Name 2085,2017-08-01
2086,S2086,Sample Name 2086,2017-08-01
2087,S2087,Sample Name 2087,2017-08-01
2088,S2088,Sample Name 2088,2017-08-01
2089,S2089,Sample Name 2089,2017-08-01
2090,S2090,Sample Name 2090,2017-08-01
2091,S2091,Sample Name 2091,2017-08-01
2092,S2092,Sample Name 2092,2017-08-01
2093,S2093,Sample Name 2093,2017-08-01
2094,S2094,Sample Name 2094,2017-08-01
2095,S2095,Sample Name 2095,2017-08-01
2096,S2096,Sample Name 2096,2017-08-01
2097,S2097,Sample Name 2097,2017-08-01
2098,S2098,Sample Name 2098,2017-08-01
2099,S2099,Sample Name 2099,2017-08-01
2100,S2100,Sample Name 2100,2017-08-01
2101,S2101,Sample Name 2101,2017-08-01
2102,S2102,Sample Name 2102,2017-08-01
2103,S2103,Sample Name 2103,2017-08-01
2104,S2104,Sample Name 2104,2017-08-01
2105,S2105,Sample Name 2105,2017-08-01
2106,S2106,Sample Name 2106,2017-08-01
2107,S2107,Sample Name 2107,2017-08-01
2108,S2108,Sample Name 2108,2017-08-01
2109,S2109,Sample Name 2109,2017-08-01
2110,S2110,Sample Name 2110,2017-08-01
2111,S2111,Sample Name 2111,2017-08-01
2112,S2112,Sample Name 2112,2017-08-01
2113,S2113,Sample Name 2113,2017-08-01
2114,S2114,Sample Name 2114,2017-08-01
2115,S2115,Sample Name 2115,2017-08-01
2116,S2116,Sample Name 2116,2017-08-01
2117,S2117,Sample Name 2117,2017-08-01
2118,S2118,Sample Name 2118,2017-08-01
2119,S2119,Sample Name 2119,2017-08-01
2120,S2120,Sample Name 2120,2017-08-01
2121,S2121,Sample Name 2121,2017-08-01
2122,S2122,Sample Name 2122,2017-08-01
2123,S2123,Sample Name 2123,2017-08-01
2124,S2124,Sample Name 2124,2017-08-01
2125,S2125,Sample Name 2125,2017-08-01
2126,S2126,Sample Name 2126,2017-08-01
2127,S2127,Sample Name 2127,2017-08-01
2128,S2128,Sample Name 2128,2017-08-01
2129,S2129,Sample Name 2129,2017-08-01
2130,S2130,Sample Name 2130,2017-08-01
2131,S2131,Sample Name 2131,2017-08-01
2132,S2132,Sample Name 2132,2017-08-01
2133,S2133,Sample Name 2133,2017-08-01
2134,S2134,Sample Name 2134,2017-08-01
2135,S2135,Sample Name 2135,2017-08-01
2136,S2136,Sample Name 2136,2017-08-01
2137,S2137,Sample Name 2137,2017-08-01
2138,S2138,Sample Name 2138,2017-08-01
2139,S2139,Sample Name 2139,2017-08-01
2140,S2140,Sample Name 2140,2017-08-01
2141,S2141,Sample Name 2141,2017-08-01
2142,S2142,Sample Name 2142,2017-08-01
2143,S2143,Sample Name 2143,2017-08-01
2144,S2144,Sample Name 2144,2017-08-01
2145,S2145,Sample Name 2145,2017-08-01
2146,S2146,Sample Name 2146,2017-08-01
2147,S2147,Sample Name 2147,2017-08-01
2148,S2148,Sample Name 2148,2017-08-01
2149,S2149,Sample Name 2149,2017-08-01
2150,S2150,Sample Name 2150,2017-08-01
2151,S2151,Sample Name 2151,2017-08-01
2152,S2152,Sample Name 2152,2017-08-01
2153,S2153,Sample Name 2153,2017-08-01
2154,S2154,Sample Name 2154,2017-08-01
2155,S2155,Sample Name 2155,2017-08-01
2156,S2156,Sample Name 2156,2017-08-01
2157,S2157,Sample Name 2157,2017-08-01
2158,S2158,Sample Name 2158,2017-08-01
2159,S2159,Sample Name 2159,2017-08-01
2160,S2160,Sample Name 2160,2017-08-01
2161,S2161,Sample Name 2161,2017-08-01
2162,S2162,Sample Name 2162,2017-08-01
2163,S2163,Sample Name 2163,2017-08-01
2164,S2164,Sample Name 2164,2017-08-01
2165,S2165,Sample Name 2165,2017-08-01
2166,S2166,Sample Name 2166,2017-08-01
2167,S2167,Sample Name 2167,2017-08-01
2168,S2168,Sample Name 2168,2017-08-01
2169,S2169,Sample Name 2169,2017-08-01
2170,S2170,Sample Name 2170,2017-08-01
2171,S2171,Sample Name 2171,2017-08-01
2172,S2172,Sample Name 2172,2017-08-01
2173,S2173,Sample Name 2173,2017-08-01
2174,S2174,Sample Name 2174,2017-08-01
2175,S2175,Sample Name 2175,2017-08-01
2176,S2176,Sample Name 2176,2017-08-01
2177,S2177,Sample Name 2177,2017-08-01
2178,S2178,Sample Name 2178,2017-08-01
2179,S2179,Sample Name 2179,2017-08-01
2180,S2180,Sample Name 2180,2017-08-01
2181,S2181,Sample Name 2181,2017-08-01
2182,S2182,Sample Name 2182,2017-08-01
2183,S2183,Sample Name 2183,2017-08-01
2184,S2184,Sample Name 2184,2017-08-01
2185,S2185,Sample Name 2185,2017-08-01
2186,S2186,Sample Name 2186,2017-08-01
2187,S2187,Sample Name 2187,2017-08-01
2188,S2188,Sample Name 2188,2017-08-01
2189,S2189,Sample Name 2189,2017-08-01
2190,S2190,Sample Name 2190,2017-08-01
2191,S2191,Sample Name 2191,2017-08-01
2192,S2192,Sample Name 2192,2017-08-01
2193,S2193,Sample Name 2193,2017-08-01
2194,S2194,Sample Name 2194,2017-08-01
2195,S2195,Sample Name 2195,2017-08-01
2196,S2196,Sample Name 2196,2017-08-01
2197,S2197,Sample Name 2197,2017-08-01
2198,S2198,Sample Name 2198,2017-08-01
2199,S2199,Sample Name 2199,2017-08-01
2200,S2200,Sample Name 2200,2017-08-01
2201,S2201,Sample Name 2201,2017-08-01
2202,S2202,Sample Name 2202,2017-08-01
2203,S2203,Sample Name 2203,2017-08-01
2204,S2204,Sample Name 2204,2017-08-01
2205,S2205,Sample Name 2205,2017-08-01
2206,S2206,Sample Name 2206,2017-08-01
2207,S2207,Sample Name 2207,2017-08-01
2208,S2208,Sample Name 2208,2017-08-01
2209,S2209,Sample Name 2209,2017-08-01
2210,S2210,Sample Name 2210,2017-08-01
2211,S2211,Sample Name 2211,2017-08-01
2212,S2212,Sample Name 2212,2017-08-01
2213,S2213,Sample Name 2213,2017-08-01
2214,S2214,Sample Name 2214,2017-08-01
2215,S2215,Sample Name 2215,2017-08-01
2216,S2216,Sample Name 2216,2017-08-01
2217,S2217,Sample Name 2217,2017-08-01
2218,S2218,Sample Name 2218,2017-08-01
2219,S2219,Sample Name 2219,2017-08-01
2220,S2220,Sample Name 2220,2017-08-01
2221,S2221,Sample Name 2221,2017-08-01
2222,S2222,Sample Name 2222,2017-08-01
2223,S2223,Sample Name 2223,2017-08-01
2224,S2224,Sample Name 2224,2017-08-01
2225,S2225,Sample Name 2225,2017-08-01
2226,S2226,Sample Name 2226,2017-08-01
2227,S2227,Sample Name 2227,2017-08-01
2228,S2228,Sample Name 2228,2017-08-01
2229,S2229,Sample Name 2229,2017-08-01
2230,S2230,Sample Name 2230,2017-08-01
2231,S2231,Sample Name 2231,2017-08-01
2232,S2232,Sample Name 2232,2017-08-01
2233,S2233,Sample Name 2233,2017-08-01
2234,S2234,Sample Name 2234,2017-08-01
2235,S2235,Sample Name 2235,2017-08-01
2236,S2236,Sample Name 2236,2017-08-01
2237,S2237,Sample Name 2237,2017-08-01
2238,S2238,Sample Name 2238,2017-08-01
2239,S2239,Sample Name 2239,2017-08-01
2240,S2240,Sample Name 2240,2017-08-01
2241,S2241,Sample Name 2241,2017-08-01
2242,S2242,Sample Name 2242,2017-08-01
2243,S2243,Sample Name 2243,2017-08-01
2244,S2244,Sample Name 2244,2017-08-01
2245,S2245,Sample Name 2245,2017-08-01
2246,S2246,Sample Name 2246,2017-08-01
2247,S2247,Sample Name 2247,2017-08-01
2248,S2248,Sample Name 2248,2017-08-01
2249,S2249,Sample Name 2249,2017-08-01
2250,S2250,Sample Name 2250,2017-08-01
2251,S2251,Sample Name 2251,2017-08-01
2252,S2252,Sample Name 2252,2017-08-01
2253,S2253,Sample Name 2253,2017-08-01
2254,S2254,Sample Name 2254,2017-08-01
2255,S2255,Sample Name 2255,2017-08-01
2256,S2256,Sample Name 2256,2017-08-01
2257,S2257,Sample Name 2257,2017-08-01
2258,S2258,Sample Name 2258,2017-08-01
2259,S2259,Sample Name 2259,2017-08-01
2260,S2260,Sample Name 2260,2017-08-01
2261,S2261,Sample Name 2261,2017-08-01
2262,S2262,Sample Name 2262,2017-08-01
2263,S2263,Sample Name 2263,2017-08-01
2264,S2264,Sample Name 2264,2017-08-01
2265,S2265,Sample Name 2265,2017-08-01
2266,S2266,Sample Name 2266,2017-08-01
2267,S2267,Sample Name 2267,2017-08-01
2268,S2268,Sample Name 2268,2017-08-01
2269,S2269,Sample Name 2269,2017-08-01
2270,S2270,Sample Name 2270,2017-08-01
2271,S2271,Sample Name 2271,2017-08-01
2272,S2272,Sample Name 2272,2017-08-01
2273,S2273,Sample Name 2273,2017-08-01
2274,S2274,Sample Name 2274,2017-08-01
2275,S2275,Sample Name 2275,2017-08-01
2276,S2276,Sample Name 2276,2017-08-01
2277,S2277,Sample Name 2277,2017-08-01
2278,S2278,Sample Name 2278,2017-08-01
2279,S2279,Sample Name 2279,2017-08-01
2280,S2280,Sample Name 2280,2017-08-01
2281,S2281,Sample Name 2281,2017-08-01
2282,S2282,Sample Name 2282,2017-08-01
2283,S2283,Sample Name 2283,2017-08-01
2284,S2284,Sample Name 2284,2017-08-01
2285,S2285,Sample Name 2285,2017-08-01
2286,S2286,Sample Name 2286,2017-08-01
2287,S2287,Sample Name 2287,2017-08-01
2288,S2288,Sample Name 2288,2017-08-01
2289,S2289,Sample Name 2289,2017-08-01
2290,S2290,Sample Name 2290,2017-08-01
2291,S2291,Sample Name 2291,2017-08-01
2292,S2292,Sample Name 2292,2017-08-01
2293,S2293,Sample Name 2293,2017-08-01
2294,S2294,Sample Name 2294,2017-08-01
2295,S2295,Sample Name 2295,2017-08-01
2296,S2296,Sample Name 2296,2017-08-01
2297,S2297,Sample Name 2297,2017-08-01
2298,S2298,Sample Name 2298,2017-08-01
2299,S2299,Sample Name 2299,2017-08-01
2300,S2300,Sample Name 2300,2017-08-01
2301,S2301,Sample Name 2301,2017-08-01
2302,S2302,Sample Name 2302,2017-08-01
2303,S2303,Sample Name 2303,2017-08-01
2304,S2304,Sample Name 2304,2017-08-01
2305,S2305,Sample Name 2305,2017-08-01
2306,S2306,Sample Name 2306,2017-08-01
2307,S2307,Sample Name 2307,2017-08-01
2308,S2308,Sample Name 2308,2017-08-01
2309,S2309,Sample Name 2309,2017-08-01
2310,S2310,Sample Name 2310,2017-08-01
2311,S2311,Sample Name 2311,2017-08-01
2312,S2312,Sample Name 2312,2017-08-01
2313,S2313,Sample Name 2313,2017-08-01
2314,S2314,Sample Name 2314,2017-08-01
2315,S2315,Sample Name 2315,2017-08-01
2316,S2316,Sample Name 2316,2017-08-01
2317,S2317,Sample Name 2317,2017-08-01
2318,S2318,Sample Name 2318,2017-08-01
2319,S2319,Sample Name 2319,2017-08-01
2320,S2320,Sample Name 2320,2017-08-01
2321,S2321,Sample Name 2321,2017-08-01
2322,S2322,Sample Name 2322,2017-08-01
2323,S2323,Sample Name 2323,2017-08-01
2324,S2324,Sample Name 2324,2017-08-01
2325,S2325,Sample Name 2325,2017-08-01
2326,S2326,Sample Name 2326,2017-08-01
2327,S2327,Sample Name 2327,2017-08-01
2328,S2328,Sample Name 2328,2017-08-01
2329,S2329,Sample Name 2329,2017-08-01
2330,S2330,Sample Name 2330,2017-08-01
2331,S2331,Sample Name 2331,2017-08-01
2332,S2332,Sample Name 2332,2017-08-01
2333,S2333,Sample Name 2333,2017-08-01
2334,S2334,Sample Name 2334,2017-08-01
2335,S2335,Sample Name 2335,2017-08-01
2336,S2336,Sample Name 2336,2017-08-01
2337,S2337,Sample Name 2337,2017-08-01
2338,S2338,Sample Name 2338,2017-08-01
2339,S2339,Sample Name 2339,2017-08-01
2340,S2340,Sample Name 2340,2017-08-01
2341,S2341,Sample Name 2341,2017-08-01
2342,S2342,Sample Name 2342,2017-08-01
2343,S2343,Sample Name 2343,2017-08-01
2344,S2344,Sample Name 2344,2017-08-01
2345,S2345,Sample Name 2345,2017-08-01
2346,S2346,Sample Name 2346,2017-08-01
2347,S2347,Sample Name 2347,2017-08-01
2348,S2348,Sample Name 2348,2017-08-01
2349,S2349,Sample Name 2349,2017-08-01
2350,S2350,Sample Name 2350,2017-08-01
2351,S2351,Sample Name 2351,2017-08-01
2352,S2352,Sample Name 2352,2017-08-01
2353,S2353,Sample Name 2353,2017-08-01
2354,S2354,Sample Name 2354,2017-08-01
2355,S2355,Sample Name 2355,2017-08-01
2356,S2356,Sample Name 2356,2017-08-01
2357,S2357,Sample Name 2357,2017-08-01
2358,S2358,Sample Name 2358,2017-08-01
2359,S2359,Sample Name 2359,2017-08-01
2360,S2360,Sample Name 2360,2017-08-01
2361,S2361,Sample Name 2361,2017-08-01
2362,S2362,Sample Name 2362,2017-08-01
2363,S2363,Sample Name 2363,2017-08-01
2364,S2364,Sample Name 2364,2017-08-01
2365,S2365,Sample Name 2365,2017-08-01
2366,S2366,Sample Name 2366,2017-08-01
2367,S2367,Sample Name 2367,2017-08-01
2368,S2368,Sample Name 2368,2017-08-01
2369,S2369,Sample Name 2369,2017-08-01
2370,S2370,Sample Name 2370,2017-08-01
2371,S2371,Sample Name 2371,2017-08-01
2372,S2372,Sample Name 2372,2017-08-01
2373,S2373,Sample Name 2373,2017-08-01
2374,S2374,Sample Name 2374,2017-08-01
2375,S2375,Sample Name 2375,2017-08-01
2376,S2376,Sample Name 2376,2017-08-01
2377,S2377,Sample Name 2377,2017-08-01
2378,S2378,Sample Name 2378,2017-08-01
2379,S2379,Sample Name 2379,2017-08-01
2380,S2380,Sample Name 2380,2017-08-01
2381,S2381,Sample Name 2381,2017-08-01
2382,S2382,Sample Name 2382,2017-08-01
2383,S2383,Sample Name 2383,2017-08-01
2384,S2384,Sample Name 2384,2017-08-01
2385,S2385,Sample Name 2385,2017-08-01
2386,S2386,Sample Name 2386,2017-08-01
2387,S2387,Sample Name 2387,2017-08-01
2388,S2388,Sample Name 2388,2017-08-01
2389,S2389,Sample Name 2389,2017-08-01
2390,S2390,Sample Name 2390,2017-08-01
2391,S2391,Sample Name 2391,2017-08-01
2392,S2392,Sample Name 2392,2017-08-01
2393,S2393,Sample Name 2393,2017-08-01
2394,S2394,Sample Name 2394,2017-08-01
2395,S2395,Sample Name 2395,2017-08-01
2396,S2396,Sample Name 2396,2017-08-01
2397,S2397,Sample Name 2397,2017-08-01
2398,S2398,Sample Name 2398,2017-08-01
2399,S2399,Sample Name 2399,2017-08-01
2400,S2400,Sample Name 2400,2017-08-01
2401,S2401,Sample Name 2401,2017-08-01
2402,S2402,Sample Name 2402,2017-08-01
2403,S2403,Sample Name 2403,2017-08-01
2404,S2404,Sample Name 2404,2017-08-01
2405,S2405,Sample Name 2405,2017-08-01
2406,S2406,Sample Name 2406,2017-08-01
2407,S2407,Sample Name 2407,2017-08-01
2408,S2408,Sample Name 2408,2017-08-01
2409,S2409,Sample Name 2409,2017-08-01
2410,S2410,Sample Name 2410,2017-08-01
2411,S2411,Sample Name 2411,2017-08-01
2412,S2412,Sample Name 2412,2017-08-01
2413,S2413,Sample Name 2413,2017-08-01
2414,S2414,Sample Name 2414,2017-08-01
2415,S2415,Sample Name 2415,2017-08-01
2416,S2416,Sample Name 2416,2017-08-01
2417,S2417,Sample Name 2417,2017-08-01
2418,S2418,Sample Name 2418,2017-08-01
2419,S2419,Sample Name 2419,2017-08-01
2420,S2420,Sample Name 2420,2017-08-01
2421,S2421,Sample Name 2421,2017-08-01
2422,S2422,Sample Name 2422,2017-08-01
2423,S2423,Sample Name 2423,2017-08-01
2424,S2424,Sample Name 2424,2017-08-01
2425,S2425,Sample Name 2425,2017-08-01
2426,S2426,Sample Name 2426,2017-08-01
2427,S2427,Sample Name 2427,2017-08-01
2428,S2428,Sample Name 2428,2017-08-01
2429,S2429,Sample Name 2429,2017-08-01
2430,S2430,Sample Name 2430,2017-08-01
2431,S2431,Sample Name 2431,2017-08-01
2432,S2432,Sample Name 2432,2017-08-01
2433,S2433,Sample Name 2433,2017-08-01
2434,S2434,Sample Name 2434,2017-08-01
2435,S2435,Sample Name 2435,2017-08-01
2436,S2436,Sample Name 2436,2017-08-01
2437,S2437,Sample Name 2437,2017-08-01
2438,S2438,Sample Name 2438,2017-08-01
2439,S2439,Sample Name 2439,2017-08-01
2440,S2440,Sample Name 2440,2017-08-01
2441,S2441,Sample Name 2441,2017-08-01
2442,S2442,Sample Name 2442,2017-08-01
2443,S2443,Sample Name 2443,2017-08-01
2444,S2444,Sample Name 2444,2017-08-01
2445,S2445,Sample Name 2445,2017-08-01
2446,S2446,Sample Name 2446,2017-08-01
2447,S2447,Sample Name 2447,2017-08-01
2448,S2448,Sample Name 2448,2017-08-01
2449,S2449,Sample Name 2449,2017-08-01
2450,S2450,Sample Name 2450,2017-08-01
2451,S2451,Sample Name 2451,2017-08-01
2452,S2452,Sample Name 2452,2017-08-01
2453,S2453,Sample Name 2453,2017-08-01
2454,S2454,Sample Name 2454,2017-08-01
2455,S2455,Sample Name 2455,2017-08-01
2456,S2456,Sample Name 2456,2017-08-01
2457,S2457,Sample Name 2457,2017-08-01
2458,S2458,Sample Name 2458,2017-08-01
2459,S2459,Sample Name 2459,2017-08-01
2460,S2460,Sample Name 2460,2017-08-01
2461,S2461,Sample Name 2461,2017-08-01
2462,S2462,Sample Name 2462,2017-08-01
2463,S2463,Sample Name 2463,2017-08-01
2464,S2464,Sample Name 2464,2017-08-01
2465,S2465,Sample Name 2465,2017-08-01
2466,S2466,Sample Name 2466,2017-08-01
2467,S2467,Sample Name 2467,2017-08-01
2468,S2468,Sample Name 2468,2017-08-01
2469,S2469,Sample Name 2469,2017-08-01
2470,S2470,Sample Name 2470,2017-08-01
2471,S2471,Sample Name 2471,2017-08-01
2472,S2472,Sample Name 2472,2017-08-01
2473,S2473,Sample Name 2473,2017-08-01
2474,S2474,Sample Name 2474,2017-08-01
2475,S2475,Sample Name 2475,2017-08-01
2476,S2476,Sample Name 2476,2017-08-01
2477,S2477,Sample Name 2477,2017-08-01
2478,S2478,Sample Name 2478,2017-08-01
2479,S2479,Sample Name 2479,2017-08-01
2480,S2480,Sample Name 2480,2017-08-01
2481,S2481,Sample Name 2481,2017-08-01
2482,S2482,Sample Name 2482,2017-08-01
2483,S2483,Sample Name 2483,2017-08-01
2484,S2484,Sample Name 2484,2017-08-01
2485,S2485,Sample Name 2485,2017-08-01
2486,S2486,Sample Name 2486,2017-08-01
2487,S2487,Sample Name 2487,2017-08-01
2488,S2488,Sample Name 2488,2017-08-01
2489,S2489,Sample Name 2489,2017-08-01
2490,S2490,Sample Name 2490,2017-08-01
2491,S2491,Sample Name 2491,2017-08-01
2492,S2492,Sample Name 2492,2017-08-01
2493,S2493,Sample Name 2493,2017-08-01
2494,S2494,Sample Name 2494,2017-08-01
2495,S2495,Sample Name 2495,2017-08-01
2496,S2496,Sample Name 2496,2017-08-01
2497,S2497,Sample Name 2497,2017-08-01
2498,S2498,Sample Name 2498,2017-08-01
2499,S2499,Sample Name 2499,2017-08-01
2500,S2500,Sample Name 2500,2017-08-01
2501,S2501,Sample Name 2501,2017-08-01
2502,S2502,Sample Name 2502,2017-08-01
2503,S2503,Sample Name 2503,2017-08-01
2504,S2504,Sample Name 2504,2017-08-01
2505,S2505,Sample Name 2505,2017-08-01
2506,S2506,Sample Name 2506,2017-08-01
2507,S2507,Sample Name 2507,2017-08-01
2508,S2508,Sample Name 2508,2017-08-01
2509,S2509,Sample Name 2509,2017-08-01
2510,S2510,Sample Name 2510,2017-08-01
2511,S2511,Sample Name 2511,2017-08-01
2512,S2512,Sample Name 2512,2017-08-01
2513,S2513,Sample Name 2513,2017-08-01
2514,S2514,Sample Name 2514,2017-08-01
2515,S2515,Sample Name 2515,2017-08-01
2516,S2516,Sample Name 2516,2017-08-01
2517,S2517,Sample Name 2517,2017-08-01
2518,S2518,Sample Name 2518,2017-08-01
2519,S2519,Sample Name 2519,2017-08-01
2520,S2520,Sample Name 2520,2017-08-01
2521,S2521,Sample Name 2521,2017-08-01
2522,S2522,Sample Name 2522,2017-08-01
2523,S2523,Sample Name 2523,2017-08-01
2524,S2524,Sample Name 2524,2017-08-01
2525,S2525,Sample Name 2525,2017-08-01
2526,S2526,Sample Name 2526,2017-08-01
2527,S2527,Sample Name 2527,2017-08-01
2528,S2528,Sample Name 2528,2017-08-01
2529,S2529,Sample Name 2529,2017-08-01
2530,S2530,Sample Name 2530,2017-08-01
2531,S2531,Sample Name 2531,2017-08-01
2532,S2532,Sample Name 2532,2017-08-01
2533,S2533,Sample Name 2533,2017-08-01
2534,S2534,Sample Name 2534,2017-08-01
2535,S2535,Sample Name 2535,2017-08-01
2536,S2536,Sample Name 2536,2017-08-01
2537,S2537,Sample Name 2537,2017-08-01
2538,S2538,Sample Name 2538,2017-08-01
2539,S2539,Sample Name 2539,2017-08-01
2540,S2540,Sample Name 2540,2017-08-01
2541,S2541,Sample Name 2541,2017-08-01
2542,S2542,Sample Name 2542,2017-08-01
2543,S2543,Sample Name 2543,2017-08-01
2544,S2544,Sample Name 2544,2017-08-01
2545,S2545,Sample Name 2545,2017-08-01
2546,S2546,Sample Name 2546,2017-08-01
2547,S2547,Sample Name 2547,2017-08-01
2548,S2548,Sample Name 2548,2017-08-01
2549,S2549,Sample Name 2549,2017-08-01
2550,S2550,Sample Name 2550,2017-08-01
2551,S2551,Sample Name 2551,2017-08-01
2552,S2552,Sample Name 2552,2017-08-01
2553,S2553,Sample Name 2553,2017-08-01
2554,S2554,Sample Name 2554,2017-08-01
2555,S2555,Sample Name 2555,2017-08-01
2556,S2556,Sample Name 2556,2017-08-01
2557,S2557,Sample Name 2557,2017-08-01
2558,S2558,Sample Name 2558,2017-08-01
2559,S2559,Sample Name 2559,2017-08-01
2560,S2560,Sample Name 2560,2017-08-01
2561,S2561,Sample Name 2561,2017-08-01
2562,S2562,Sample Name 2562,2017-08-01
2563,S2563,Sample Name 2563,2017-08-01
2564,S2564,Sample Name 2564,2017-08-01
2565,S2565,Sample Name 2565,2017-08-01
2566,S2566,Sample Name 2566,2017-08-01
2567,S2567,Sample Name 2567,2017-08-01
2568,S2568,Sample Name 2568,2017-08-01
2569,S2569,Sample Name 2569,2017-08-01
2570,S2570,Sample Name 2570,2017-08-01
2571,S2571,Sample Name 2571,2017-08-01
2572,S2572,Sample Name 2572,2017-08-01
2573,S2573,Sample Name 2573,2017-08-01
2574,S2574,Sample Name 2574,2017-08-01
2575,S2575,Sample Name 2575,2017-08-01
2576,S2576,Sample Name 2576,2017-08-01
2577,S2577,Sample Name 2577,2017-08-01
2578,S2578,Sample Name 2578,2017-08-01
2579,S2579,Sample Name 2579,2017-08-01
2580,S2580,Sample Name 2580,2017-08-01
2581,S2581,Sample Name 2581,2017-08-01
2582,S2582,Sample Name 2582,2017-08-01
2583,S2583,Sample Name 2583,2017-08-01
2584,S2584,Sample Name 2584,2017-08-01
2585,S2585,Sample Name 2585,2017-08-01
2586,S2586,Sample Name 2586,2017-08-01
2587,S2587,Sample Name 2587,2017-08-01
2588,S2588,Sample Name 2588,2017-08-01
2589,S2589,Sample Name 2589,2017-08-01
2590,S2590,Sample Name 2590,2017-08-01
2591,S2591,Sample Name 2591,2017-08-01
2592,S2592,Sample Name 2592,2017-08-01
2593,S2593,Sample Name 2593,2017-08-01
2594,S2594,Sample Name 2594,2017-08-01
2595,S2595,Sample Name 2595,2017-08-01
2596,S2596,Sample Name 2596,2017-08-01
2597,S2597,Sample Name 2597,2017-08-01
2598,S2598,Sample Name 2598,2017-08-01
2599,S2599,Sample Name 2599,2017-08-01
2600,S2600,Sample Name 2600,2017-08-01
2601,S2601,Sample Name 2601,2017-08-01
2602,S2602,Sample Name 2602,2017-08-01
2603,S2603,Sample Name 2603,2017-08-01
2604,S2604,Sample Name 2604,2017-08-01
2605,S2605,Sample Name 2605,2017-08-01
2606,S2606,Sample Name 2606,2017-08-01
2607,S2607,Sample Name 2607,2017-08-01
2608,S2608,Sample Name 2608,2017-08-01
2609,S2609,Sample Name 2609,2017-08-01
2610,S2610,Sample Name 2610,2017-08-01
2611,S2611,Sample Name 2611,2017-08-01
2612,S2612,Sample Name 2612,2017-08-01
2613,S2613,Sample Name 2613,2017-08-01
2614,S2614,Sample Name 2614,2017-08-01
2615,S2615,Sample Name 2615,2017-08-01
2616,S2616,Sample Name 2616,2017-08-01
2617,S2617,Sample Name 2617,2017-08-01
2618,S2618,Sample Name 2618,2017-08-01
2619,S2619,Sample Name 2619,2017-08-01
2620,S2620,Sample Name 2620,2017-08-01
2621,S2621,Sample Name 2621,2017-08-01
2622,S2622,Sample Name 2622,2017-08-01
2623,S2623,Sample Name 2623,2017-08-01
2624,S2624,Sample Name 2624,2017-08-01
2625,S2625,Sample Name 2625,2017-08-01
2626,S2626,Sample Name 2626,2017-08-01
2627,S2627,Sample Name 2627,2017-08-01
2628,S2628,Sample Name 2628,2017-08-01
2629,S2629,Sample Name 2629,2017-08-01
2630,S2630,Sample Name 2630,2017-08-01
2631,S2631,Sample Name 2631,2017-08-01
2632,S2632,Sample Name 2632,2017-08-01
2633,S2633,Sample Name 2633,2017-08-01
2634,S2634,Sample Name 2634,2017-08-01
2635,S2635,Sample Name 2635,2017-08-01
2636,S2636,Sample Name 2636,2017-08-01
2637,S2637,Sample Name 2637,2017-08-01
2638,S2638,Sample Name 2638,2017-08-01
2639,S2639,Sample Name 2639,2017-08-01
2640,S2640,Sample Name 2640,2017-08-01
2641,S2641,Sample Name 2641,2017-08-01
2642,S2642,Sample Name 2642,2017-08-01
2643,S2643,Sample Name 2643,2017-08-01
2644,S2644,Sample Name 2644,2017-08-01
